,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|19419|2|1,1,πρὸ,πρό,r--------,AuxP
1,Leuven|19419|2|2,2,τῶν,ὁ,l-p---ng-,ATR
2,Leuven|19419|2|3,3,ὅλων,ὅλος,a-p---ng-,ADV
3,Leuven|19419|2|4,4,ἀσπάζομαί,ἀσπάζομαι,v1spie---,PRED_CO
4,Leuven|19419|2|5,5,σε,σύ,p2s---ca-,OBJ
6,Leuven|19419|2|7,7,δέσποτα,δεσπότης,n-s---mv-,ExD
8,Leuven|19419|2|9,9,καὶ,καί,c--------,COORD
9,Leuven|19419|2|10,10,εὔχομαι,εὔχομαι,v1spie---,PRED_CO
10,Leuven|19419|2|11,11,πάντοτε,πάντοτε,d--------,ADV
11,Leuven|19419|2|12,12,περὶ,περί,r--------,AuxP
12,Leuven|19419|2|13,13,τῆς,ὁ,l-s---fg-,ATR
13,Leuven|19419|2|14,14,ὑγιείας,ὑγίεια,n-s---fg-,ADV
14,Leuven|19419|2|15,15,σου,σύ,p2s---cg-,ATR
