,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|28410|3|1,1,εἰ,εἰ,c--------,AuxC
1,Leuven|28410|3|2,2,οὐ,οὐ,d--------,AuxZ
2,Leuven|28410|3|3,3,θέλεις,ἐθέλω,v2spia---,ADV
3,Leuven|28410|3|4,4,ἀπενεγκεῖν,ἀποφέρω,v--ana---,OBJ
4,Leuven|28410|3|5,5,με,ἐγώ,p1s---ca-,OBJ
5,Leuven|28410|3|6,6,μετὰ,μετά,r--------,AuxP
6,Leuven|28410|3|7,7,σοῦ,σύ,p2s---cg-,ADV
7,Leuven|28410|3|8,8,εἰς,εἰς,r--------,AuxP
8,Leuven|28410|3|9,9,Ἀλεξάνδρειαν,Ἀλεξάνδρεια,n-s---fa-,OBJ
9,Leuven|28410|3|10,10,οὐ,οὐ,d--------,AuxZ
10,Leuven|28410|3|11,11,μὴ,μή,d--------,AuxZ
11,Leuven|28410|3|12,12,γράψω,γράφω,v1sasa---,PRED_CO
12,Leuven|28410|3|13,13,σοι,σύ,p2s---cd-,OBJ
13,Leuven|28410|3|14,14,ἐπιστολὴν,ἐπιστολή,n-s---fa-,OBJ
14,Leuven|28410|3|15,15,οὔτε,οὔτε,c--------,AuxY
15,Leuven|28410|3|16,16,λαλῶ,λαλέω,v1spsa---,PRED_CO
16,Leuven|28410|3|17,17,σοι,σύ,p2s---cd-,OBJ
17,Leuven|28410|3|18,18,οὔτε,οὔτε,c--------,COORD
18,Leuven|28410|3|19,19,ὑγιαίνω,ὑγιαίνω,v1spsa---,PRED_CO
19,Leuven|28410|3|20,20,σε,σύ,p2s---ca-,OBJ
21,Leuven|28410|3|22,22,εἶτα,εἶτα,d--------,AuxY
22,Leuven|28410|3|23,23,ἂν,ἐάν,c--------,AuxC
23,Leuven|28410|3|24,24,δὲ,δέ,d--------,COORD
24,Leuven|28410|3|25,25,ἔλθῃς,ἔρχομαι,v2sasa---,ADV
25,Leuven|28410|3|26,26,εἰς,εἰς,r--------,AuxP
26,Leuven|28410|3|27,27,Ἀλεξάνδρειαν,Ἀλεξάνδρεια,n-s---ma-,OBJ
27,Leuven|28410|3|28,28,οὐ,οὐ,d--------,AuxZ
28,Leuven|28410|3|29,29,μὴ,μή,d--------,AuxZ
29,Leuven|28410|3|30,30,λάβω,λαμβάνω,v1sasa---,PRED_CO
30,Leuven|28410|3|31,31,χεῖρα,χείρ,n-s---fa-,OBJ
31,Leuven|28410|3|32,32,παρὰ,παρά,r--------,AuxP
32,Leuven|28410|3|33,33,σοῦ,σύ,p2s---cg-,ADV
33,Leuven|28410|3|34,34,οὔτε,οὔτε,c--------,COORD
34,Leuven|28410|3|35,35,πάλι,πάλιν,d--------,ADV
35,Leuven|28410|3|36,36,χαίρω,χαίρω,v1spsa---,PRED_CO
36,Leuven|28410|3|37,37,σε,σύ,p2s---ca-,OBJ
37,Leuven|28410|3|38,38,λοιπόν,λοιπός,a-s---na-,ADV
