,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|21342|19|1,1,οἶδες,οἶδα,v2sria---,PRED
1,Leuven|21342|19|2,2,ὅτι,ὅτι,c--------,AuxC
2,Leuven|21342|19|3,3,τί,τίς,p-s---na-,OBJ
3,Leuven|21342|19|4,4,ἐὰν,ἐάν,c--------,AuxC
4,Leuven|21342|19|5,5,δοῖς,δίδωμι,v2sasa---,ADV
5,Leuven|21342|19|6,6,Ἰουλίῳ,Ἰούλιος,n-s---md-,OBJ
6,Leuven|21342|19|7,7,φέρει,φέρω,v3spia---,OBJ
7,Leuven|21342|19|8,8,μοι,ἐγώ,p1s---cd-,OBJ
8,Leuven|21342|19|9,9,ὃ,ὅς,p-s---na-,OBJ
9,Leuven|21342|19|10,10,καὶ,καί,d--------,AuxZ
10,Leuven|21342|19|11,11,ὁμολόγησέ,ὁμολογέω,v3saia---,ATR
11,Leuven|21342|19|12,12,μοι,ἐγώ,p1s---cd-,OBJ
