,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|31651|9|1,1,καί,καί,c--------,AuxY
1,Leuven|31651|9|2,2,περί,περί,r--------,AuxP
2,Leuven|31651|9|3,3,τῶν,ὁ,l-p---ng-,ATR
3,Leuven|31651|9|4,4,χωρίων,χωρίον,n-p---ng-,ADV
5,Leuven|31651|9|6,6,ἐάν,ἐάν,c--------,AuxC
6,Leuven|31651|9|7,7,παραγένῃ,παραγίγνομαι,v2sasm---,ADV
7,Leuven|31651|9|8,8,σύν,σύν,r--------,AuxP
8,Leuven|31651|9|9,9,θεῷ,θεός,n-s---md-,ADV
10,Leuven|31651|9|11,11,μαθήσει,μανθάνω,v2sfim---,PRED
11,Leuven|31651|9|12,12,τήν,ὁ,l-s---fa-,ATR
12,Leuven|31651|9|13,13,διάθεσιν,διάθεσις,n-s---fa-,OBJ
13,Leuven|31651|9|14,14,αὐτῶν,αὐτός,p-p---ng-,ATR
