,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|28820|2|1,1,πρὸ,πρό,r--------,AuxP
1,Leuven|28820|2|2,2,τῶν,ὁ,l-p---ng-,ATR
2,Leuven|28820|2|3,3,ὅλων,ὅλος,a-p---ng-,ADV
3,Leuven|28820|2|4,4,ἐρρῶσθαι,ῥώννυμι,v--rne---,OBJ
4,Leuven|28820|2|5,5,σε,σύ,p2s---ca-,SBJ
5,Leuven|28820|2|6,6,εὔχομαι,εὔχομαι,v1spie---,PRED_CO
7,Leuven|28820|2|8,8,ἅμα,ἅμα,d--------,ADV
8,Leuven|28820|2|9,9,δὲ,δέ,d--------,AuxY
9,Leuven|28820|2|10,10,καὶ,καί,c--------,COORD
10,Leuven|28820|2|11,11,τὸ,ὁ,l-s---na-,ATR
11,Leuven|28820|2|12,12,προσκύνημα,προσκύνημα,n-s---na-,OBJ
12,Leuven|28820|2|13,13,σου,σύ,p2s---cg-,OBJ
13,Leuven|28820|2|14,14,ποιοῦμαι,ποιέω,v1spie---,PRED_CO
14,Leuven|28820|2|15,15,ἡμερησίως,ἡμερήσιος,d--------,ADV
15,Leuven|28820|2|16,16,παρὰ,παρά,r--------,AuxP
16,Leuven|28820|2|17,17,τῷ,ὁ,l-s---md-,ATR
17,Leuven|28820|2|18,18,κυρίῳ,κύριος,n-s---md-,APOS
18,Leuven|28820|2|19,19,Σαράπιδι,Σάραπις,n-s---md-,ADV
