,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|1509|2|1,1,καθά,καθά,c--------,AuxC
1,Leuven|1509|2|2,2,μοι,ἐγώ,p1s---cd-,OBJ
2,Leuven|1509|2|3,3,ἔγραψας,γράφω,v2saia---,ADV
4,Leuven|1509|2|5,5,προεῖμαι,προΐημι,v1srie---,PRED
5,Leuven|1509|2|6,6,Θεοδώρῳ,Θεόδωρος,n-s---md-,OBJ
6,Leuven|1509|2|7,7,τῷ,ὁ,l-s---md-,ATR
7,Leuven|1509|2|8,8,παρά,παρά,r--------,AuxP
8,Leuven|1509|2|9,9,σοῦ,σύ,p2s---cg-,ATR
9,Leuven|1509|2|10,10,εἰς,εἰς,r--------,AuxP
10,Leuven|1509|2|11,11,ὑποζύγια,ὑποζύγιον,n-p---na-,OBJ
11,Leuven|1509|2|12,12,δραχμάς,δραχμή,n-p---fa-,OBJ
12,Leuven|1509|2|13,13,Α,Ά,m--------,ATR
13,Leuven|1509|2|14,14,διά,διά,r--------,AuxP
14,Leuven|1509|2|15,15,τό,ὁ,l-s---na-,ATR
15,Leuven|1509|2|16,16,μήπω,μήπω,d--------,AuxZ
16,Leuven|1509|2|17,17,δύνασθαι,δύναμαι,v--pne---,ADV
17,Leuven|1509|2|18,18,Ἀμμώνιον,Ἀμμώνιος,n-s---ma-,SBJ
18,Leuven|1509|2|19,19,αὐτῷ,αὐτός,p-s---md-,OBJ
19,Leuven|1509|2|20,20,δοῦναι,δίδωμι,v--ana---,OBJ
