,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|27172|8|1,1,ἐρωτῶ,ἐρωτάω,v1spia---,PRED_CO
1,Leuven|27172|8|2,2,σε,σύ,p2s---ca-,OBJ
2,Leuven|27172|8|3,3,οὖν,οὖν,d--------,AuxY
4,Leuven|27172|8|5,5,κύριε,κύριος,n-s---mv-,ExD
5,Leuven|27172|8|6,6,μου,ἐγώ,p1s---cg-,ATR
6,Leuven|27172|8|7,7,πάτηρ,πατήρ,n-s---mv-,APOS
8,Leuven|27172|8|9,9,καί,καί,c--------,COORD
9,Leuven|27172|8|10,10,παρακαλῶ,παρακαλέω,v1spia---,PRED_CO
11,Leuven|27172|8|12,12,ἐάν,ἐάν,c--------,AuxC
12,Leuven|27172|8|13,13,θέλῃς,ἐθέλω,v2spsa---,ADV
14,Leuven|27172|8|15,15,μή,μή,d--------,AuxZ
15,Leuven|27172|8|16,16,πάλιν,πάλιν,d--------,ADV
16,Leuven|27172|8|17,17,πλεῖον,πολύς,a-s---nac,ADV
17,Leuven|27172|8|18,18,πεῖσαι,πείθω,v--ana---,ADV
