,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|30293|5|1,1,εὖ,εὖ,d--------,ADV
1,Leuven|30293|5|2,2,οὖν,οὖν,d--------,AuxY
2,Leuven|30293|5|3,3,ποιήσεις,ποιέω,v2sfia---,PRED
3,Leuven|30293|5|4,4,δώσεις,δίδωμι,v2sfia---,OBJ
4,Leuven|30293|5|5,5,αὐτοῖς,αὐτός,p-p---md-,OBJ
5,Leuven|30293|5|6,6,τὴν,ὁ,l-s---fa-,ATR
6,Leuven|30293|5|7,7,κλεῖδα,κλείς,n-s---fa-,OBJ
7,Leuven|30293|5|8,8,τῆς,ὁ,l-s---fg-,ATR
8,Leuven|30293|5|9,9,κέλλης,κέλλα,n-s---fg-,ATR
9,Leuven|30293|5|10,10,τοῦ,ὁ,l-s---ng-,ATR
10,Leuven|30293|5|11,11,ἐν,ἐν,r--------,AuxP
11,Leuven|30293|5|12,12,τῷ,ὁ,l-s---md-,ATR
12,Leuven|30293|5|13,13,πυλῶνι,πυλών,n-s---md-,ATR
