,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|27095|2|1,1,ἤδη,ἤδη,d--------,AuxY
1,Leuven|27095|2|2,2,σοι,σύ,p2s---cd-,OBJ
2,Leuven|27095|2|3,3,ταύτην,οὗτος,p-s---fa-,ATR
3,Leuven|27095|2|4,4,τρίτην,τρίτος,a-s---fa-,ATR
4,Leuven|27095|2|5,5,ἐπιστολὴν,ἐπιστολή,n-s---fa-,OBJ
5,Leuven|27095|2|6,6,γράφω,γράφω,v1spia---,PRED_CO
6,Leuven|27095|2|7,7,καὶ,καί,c--------,COORD
7,Leuven|27095|2|8,8,σύ,σύ,p2s---cn-,SBJ
8,Leuven|27095|2|9,9,μοι,ἐγώ,p1s---cd-,OBJ
9,Leuven|27095|2|10,10,οὐδεμίαν,οὐδείς,p-s---fa-,ATR
10,Leuven|27095|2|11,11,ἀντιφώνησιν,ἀντιφώνησις,n-s---fa-,OBJ
11,Leuven|27095|2|12,12,ἔπεμψας,πέμπω,v2saia---,PRED_CO
13,Leuven|27095|2|14,14,γινώσκων,γιγνώσκω,v-sppamn-,ADV_CO
14,Leuven|27095|2|15,15,ὅτι,ὅτι,c--------,AuxC
15,Leuven|27095|2|16,16,μετεωρίζομαι,μετεωρίζω,v1spie---,OBJ
16,Leuven|27095|2|17,17,ἐὰν,ἐάν,c--------,AuxC
17,Leuven|27095|2|18,18,μή,μή,d--------,AuxZ
18,Leuven|27095|2|19,19,μοι,ἐγώ,p1s---cd-,OBJ
19,Leuven|27095|2|20,20,πυκνότερα,πυκνός,a-p---nac,ADV
20,Leuven|27095|2|21,21,γράφῃς,γράφω,v2spsa---,ADV
21,Leuven|27095|2|22,22,τὰ,ὁ,l-p---na-,OBJ
22,Leuven|27095|2|23,23,κατὰ,κατά,r--------,AuxP
23,Leuven|27095|2|24,24,σέ,σύ,p2s---ca-,ATR
25,Leuven|27095|2|26,26,καὶ,καί,c--------,AuxY
26,Leuven|27095|2|27,27,δὲ,δέ,d--------,COORD
27,Leuven|27095|2|28,28,πολλῶν,πολύς,a-p---mg-,SBJ
28,Leuven|27095|2|29,29,ἐρχομένων,ἔρχομαι,v-pppemg-,ADV_CO
29,Leuven|27095|2|30,30,ἀπὸ,ἀπό,r--------,AuxP
30,Leuven|27095|2|31,31,τῶν,ὁ,l-p---mg-,ATR
31,Leuven|27095|2|32,32,τόπων,τόπος,n-p---mg-,ADV
