,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|1925|7|1,1,γράφε,γράφω,v2spma---,PRED
1,Leuven|1925|7|2,2,δὲ,δέ,d--------,AuxY
2,Leuven|1925|7|3,3,καὶ,καί,d--------,AuxZ
3,Leuven|1925|7|4,4,σύ,σύ,p2s---cn-,SBJ
5,Leuven|1925|7|6,6,ἐάν,ἐάν,c--------,AuxC
6,Leuven|1925|7|7,7,τινος,τις,p-s---ng-,ATR
7,Leuven|1925|7|8,8,χρείαν,χρεία,n-s---fa-,OBJ
8,Leuven|1925|7|9,9,ἔχηις,ἔχω,v2spsa---,ADV
9,Leuven|1925|7|10,10,τῶν,ὁ,l-p---ng-,ATR
10,Leuven|1925|7|11,11,παρʼ,παρά,r--------,AuxP
11,Leuven|1925|7|12,12,ἡμῶν,ἐγώ,p1p---cg-,ATR
13,Leuven|1925|7|14,14,ἵνα,ἵνα,c--------,AuxC
14,Leuven|1925|7|15,15,σοι,σύ,p2s---cd-,OBJ
15,Leuven|1925|7|16,16,πάντα,πᾶς,a-p---na-,OBJ
16,Leuven|1925|7|17,17,ποιῶμεν,ποιέω,v1ppsa---,ADV
