,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|7843|2|1,1,ἔδει,δέω,v3siia---,PRED
1,Leuven|7843|2|2,2,σε,σύ,p2s---ca-,SBJ
2,Leuven|7843|2|3,3,ἐν,ἐν,r--------,AuxP
3,Leuven|7843|2|4,4,τῶι,ὁ,l-s---md-,ATR
4,Leuven|7843|2|5,5,σῶι,σός,a-s---md-,ATR
5,Leuven|7843|2|6,6,τραχήλωι,τράχηλος,n-s---md-,OBJ_CO
6,Leuven|7843|2|7,7,ἐμπαίζειν,ἐμπαίζω,v--pna---,SBJ
8,Leuven|7843|2|9,9,καὶ,καί,c--------,COORD
9,Leuven|7843|2|10,10,μὴ,μή,d--------,AuxZ
10,Leuven|7843|2|11,11,ἐν,ἐν,r--------,AuxP
11,Leuven|7843|2|12,12,τῶι,ὁ,l-s---md-,ATR
12,Leuven|7843|2|13,13,ἐμῶι,ἐμός,a-s---md-,OBJ_CO
