,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|83|7|1,1,προστατεῖ,προστατέω,v3spia---,PRED_CO
1,Leuven|83|7|2,2,ἡμῶν,ἐγώ,p1p---cg-,OBJ
2,Leuven|83|7|3,3,μεγάλως,μέγας,d--------,ADV
3,Leuven|83|7|4,4,Πτολίων,Πτολίων,n-s---mn-,SBJ
4,Leuven|83|7|5,5,ὁ,ὁ,l-s---mn-,ATR
5,Leuven|83|7|6,6,στρατηγός,στρατηγός,n-s---mn-,APOS
6,Leuven|83|7|7,7,καί,καί,c--------,COORD
7,Leuven|83|7|8,8,χάριν,χάρις,n-s---fa-,OBJ
8,Leuven|83|7|9,9,αὐτῷ,αὐτός,p-s---md-,ATR
9,Leuven|83|7|10,10,μεγάλως,μέγας,d--------,ADV
10,Leuven|83|7|11,11,ἔχομεν,ἔχω,v1ppia---,PRED_CO
