,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|1781|4|1,1,ἐπίστασαι,ἐπίσταμαι,v2spie---,PRED
1,Leuven|1781|4|2,2,ὡς,ὡς,c--------,AuxC
2,Leuven|1781|4|3,3,κατέλιπές,καταλείπω,v2saia---,OBJ_CO
3,Leuven|1781|4|4,4,με,ἐγώ,p1s---ca-,OBJ
4,Leuven|1781|4|5,5,ἐν,ἐν,r--------,AuxP
5,Leuven|1781|4|6,6,Συρίαι,Συρία,n-s---fd-,ADV
6,Leuven|1781|4|7,7,μετὰ,μετά,r--------,AuxP
7,Leuven|1781|4|8,8,Κρότου,Κρότος,n-s---mg-,ADV
8,Leuven|1781|4|9,9,καὶ,καί,c--------,AuxY
9,Leuven|1781|4|10,10,ἐποίουν,ποιέω,v1siia---,OBJ_CO
10,Leuven|1781|4|11,11,πάντα,πᾶς,a-p---na-,ATR
11,Leuven|1781|4|12,12,τὰ,ὁ,l-p---na-,ATR
12,Leuven|1781|4|13,13,προστασσόμενα,προστάσσω,v-pppena-,OBJ
13,Leuven|1781|4|14,14,τὰ,ὁ,l-p---na-,ATR
14,Leuven|1781|4|15,15,κατὰ,κατά,r--------,AuxP
15,Leuven|1781|4|16,16,τὰς,ὁ,l-p---fa-,ATR
16,Leuven|1781|4|17,17,καμήλους,κάμηλος,n-p---fa-,ADV
17,Leuven|1781|4|18,18,καὶ,καί,c--------,COORD
18,Leuven|1781|4|19,19,ἤμην,εἰμί,v1siie---,OBJ_CO
19,Leuven|1781|4|20,20,σοι,σύ,p2s---cd-,ADV
20,Leuven|1781|4|21,21,ἀνέγκλητος,ἀνέγκλητος,a-s---mn-,PNOM
