,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|21347|6|1,1,εἰ,εἰ,c--------,AuxC
1,Leuven|21347|6|2,2,μὲν,μέν,d--------,AuxY
2,Leuven|21347|6|3,3,οὐ,οὐ,d--------,AuxZ
3,Leuven|21347|6|4,4,θέλεις,ἐθέλω,v2spia---,ADV
4,Leuven|21347|6|5,5,ἀναβῆναι,ἀναβαίνω,v--ana---,OBJ
5,Leuven|21347|6|6,6,πρὸς,πρός,r--------,AuxP
6,Leuven|21347|6|7,7,ἐμέ,ἐγώ,p1s---ca-,OBJ
8,Leuven|21347|6|9,9,οὐδείς,οὐδείς,p-s---mn-,SBJ
9,Leuven|21347|6|10,10,σε,σύ,p2s---ca-,OBJ
10,Leuven|21347|6|11,11,ἀναγκάζει,ἀναγκάζω,v3spia---,PRED
