,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|961|3|1,1,ἀνηλώσω,ἀναλίσκω,v2saim---,PRED
1,Leuven|961|3|2,2,δὲ,δέ,d--------,AuxY
2,Leuven|961|3|3,3,εἰς,εἰς,r--------,AuxP
3,Leuven|961|3|4,4,ταῦτα,οὗτος,p-p---na-,ADV
4,Leuven|961|3|5,5,χάρτας,χάρτης,n-p---ma-,OBJ
5,Leuven|961|3|6,6,δ,δ,n--------,ATR
6,Leuven|961|3|7,7,ὧν,ὅς,p-p---mg-,ATR
7,Leuven|961|3|8,8,εἰς,εἰς,r--------,AuxP
8,Leuven|961|3|9,9,τὸν,ὁ,l-s---ma-,ATR
9,Leuven|961|3|10,10,οἰκοδομικὸν,οἰκοδομικός,a-s---ma-,ATR
10,Leuven|961|3|11,11,λόγον,λόγος,n-s---ma-,ADV
11,Leuven|961|3|12,12,γ,γ,n--------,OBJ
12,Leuven|961|3|13,13,καὶ,καί,c--------,COORD
13,Leuven|961|3|14,14,εἰς,εἰς,r--------,AuxP
14,Leuven|961|3|15,15,τὰ,ὁ,l-p---na-,ATR
15,Leuven|961|3|16,16,ἔργα,ἔργον,n-p---na-,ADV
16,Leuven|961|3|17,17,τῶν,ὁ,l-p---mg-,ATR
17,Leuven|961|3|18,18,ἀμπελουργῶν,ἀμπελουργός,n-p---mg-,ATR
18,Leuven|961|3|19,19,α,α,n--------,OBJ
