,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|31649|7|1,1,ἀσπάζονται,ἀσπάζομαι,v3ppie---,PRED
1,Leuven|31649|7|2,2,σε,σύ,p2s---ca-,OBJ
2,Leuven|31649|7|3,3,οἱ,ὁ,l-p---mn-,ATR
3,Leuven|31649|7|4,4,σοί,σός,a-p---mn-,ATR
4,Leuven|31649|7|5,5,πάντες,πᾶς,a-p---mn-,ATR
5,Leuven|31649|7|6,6,οἱ,ὁ,l-p---mn-,ATR
6,Leuven|31649|7|7,7,οἰκεῖοι,οἰκεῖος,a-p---mn-,SBJ_CO
7,Leuven|31649|7|8,8,σου,σύ,p2s---cg-,ATR
8,Leuven|31649|7|9,9,καί,καί,c--------,COORD
9,Leuven|31649|7|10,10,τά,ὁ,l-p---nn-,ATR
10,Leuven|31649|7|11,11,παιδία,παιδίον,n-p---nn-,SBJ_CO
11,Leuven|31649|7|12,12,σου,σύ,p2s---cg-,ATR
