,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|28820|3|1,1,θαυμάζω,θαυμάζω,v1spia---,PRED
1,Leuven|28820|3|2,2,πῶς,πῶς,d--------,ADV
2,Leuven|28820|3|3,3,οὐκ,οὐ,d--------,AuxZ
3,Leuven|28820|3|4,4,ἔγραψάς,γράφω,v2saia---,OBJ
4,Leuven|28820|3|5,5,μοι,ἐγώ,p1s---cd-,OBJ
5,Leuven|28820|3|6,6,οὔτε,οὔτε,c--------,AuxY
6,Leuven|28820|3|7,7,διὰ,διά,r--------,AuxP
7,Leuven|28820|3|8,8,Κέλερος,Κέλερ,n-s---mg-,ADV_CO
8,Leuven|28820|3|9,9,οὔτε,οὔτε,c--------,COORD
9,Leuven|28820|3|10,10,διὰ,διά,r--------,AuxP
10,Leuven|28820|3|11,11,Σεμπρωνίου,Σεμπρώνιος,n-s---mg-,ADV_CO
