,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|7667|10|1,1,ἐπιμέλου,ἐπιμελέομαι,v2spme---,PRED
1,Leuven|7667|10|2,2,δέ,δέ,d--------,AuxY
2,Leuven|7667|10|3,3,καί,καί,d--------,AuxZ
3,Leuven|7667|10|4,4,σαυτοῦ,σεαυτοῦ,p2s---mg-,OBJ
4,Leuven|7667|10|5,5,ὅπως,ὅπως,c--------,AuxC
5,Leuven|7667|10|6,6,ὑγιαίνῃς,ὑγιαίνω,v2spsa---,ADV_CO
6,Leuven|7667|10|7,7,καί,καί,c--------,COORD
7,Leuven|7667|10|8,8,πρός,πρός,r--------,AuxP
8,Leuven|7667|10|9,9,ἡμᾶς,ἐγώ,p1p---ca-,OBJ
9,Leuven|7667|10|10,10,ἐρρωμένος,ἐρρωμένος,a-s---mn-,ADV
10,Leuven|7667|10|11,11,ἔλθῃς,ἔρχομαι,v2sasa---,ADV_CO
