,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|28133|5|1,1,καί,καί,c--------,AuxY
1,Leuven|28133|5|2,2,ὁ,ὁ,l-s---mn-,ATR
2,Leuven|28133|5|3,3,ἐνεγκών,φέρω,v-sapamn-,APOS
3,Leuven|28133|5|4,4,σοι,σύ,p2s---cd-,OBJ
4,Leuven|28133|5|5,5,τήν,ὁ,l-s---fa-,ATR
5,Leuven|28133|5|6,6,ἐπιστολήν,ἐπιστολή,n-s---fa-,OBJ
7,Leuven|28133|5|8,8,δός,δίδωμι,v2sama---,PRED
8,Leuven|28133|5|9,9,αὐτῷ,αὐτός,p-s---md-,OBJ
9,Leuven|28133|5|10,10,ἄλλην,ἄλλος,p-s---fa-,OBJ
10,Leuven|28133|5|11,11,περί,περί,r--------,AuxP
11,Leuven|28133|5|12,12,τῆς,ὁ,l-s---fg-,ATR
12,Leuven|28133|5|13,13,ὑγιείας,ὑγίεια,n-s---fg-,ATR
13,Leuven|28133|5|14,14,σου,σύ,p2s---cg-,ATR
