,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|21347|8|1,1,ἐπεὶ,ἐπεί,c--------,AuxC
1,Leuven|21347|8|2,2,δέ,δέ,d--------,AuxY
2,Leuven|21347|8|3,3,σοι,σύ,p2s---cd-,OBJ
3,Leuven|21347|8|4,4,οὐκ,οὐ,d--------,AuxZ
4,Leuven|21347|8|5,5,ἔστιν,εἰμί,v3spia---,ADV
5,Leuven|21347|8|6,6,γράψαι,γράφω,v--ana---,OBJ
6,Leuven|21347|8|7,7,περὶ,περί,r--------,AuxP
7,Leuven|21347|8|8,8,τούτου,οὗτος,p-s---ng-,ADV
9,Leuven|21347|8|10,10,ἄλλα,ἄλλος,p-p---na-,OBJ
10,Leuven|21347|8|11,11,γράψον,γράφω,v2sama---,PRED
11,Leuven|21347|8|12,12,οὖν,οὖν,d--------,AuxY
12,Leuven|21347|8|13,13,περὶ,περί,r--------,AuxP
13,Leuven|21347|8|14,14,σοῦ,σύ,p2s---cg-,ADV
