,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|961|4|1,1,καλῶς,καλός,d--------,ADV
1,Leuven|961|4|2,2,ἂν,ἄν,d--------,AuxY
2,Leuven|961|4|3,3,οὖν,οὖν,d--------,AuxY
3,Leuven|961|4|4,4,ποιήσαις,ποιέω,v2saoa---,PRED
4,Leuven|961|4|5,5,συντάξας,συντάσσω,v-sapamn-,ADV
5,Leuven|961|4|6,6,ἐμοὶ,ἐγώ,p1s---cd-,OBJ
6,Leuven|961|4|7,7,δοῦναι,δίδωμι,v--ana---,OBJ
8,Leuven|961|4|9,9,ὅπως,ὅπως,c--------,AuxC
9,Leuven|961|4|10,10,ἐγμετρήσω,ἐκμετρέω,v1sfia---,ADV
10,Leuven|961|4|11,11,τὰ,ὁ,l-p---na-,ATR
11,Leuven|961|4|12,12,ἔργα,ἔργον,n-p---na-,OBJ
12,Leuven|961|4|13,13,ἐν,ἐν,r--------,AuxP
13,Leuven|961|4|14,14,τάχει,τάχος,n-s---nd-,ADV
