,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|30514|17|1,1,ἐάν,ἐάν,c--------,AuxC
1,Leuven|30514|17|2,2,θέλῃς,ἐθέλω,v2spsa---,ADV
2,Leuven|30514|17|3,3,γράψαι,γράφω,v--ana---,OBJ
3,Leuven|30514|17|4,4,ἐπιστολήν,ἐπιστολή,n-s---fa-,OBJ
4,Leuven|30514|17|5,5,ἐχόνομα,ἐχόνομα,r--------,AuxP
5,Leuven|30514|17|6,6,Σερήνου,Σερῆνος,n-s---mg-,ADV
6,Leuven|30514|17|7,7,τοῦ,ὁ,l-s---mg-,ATR
7,Leuven|30514|17|8,8,ἀδελφοῦ,ἀδελφός,n-s---mg-,APOS
8,Leuven|30514|17|9,9,Σκαμβῦτος,Σκαμβῦς,n-s---mg-,ATR
9,Leuven|30514|17|10,10,μένω,μένω,v1spia---,PRED
10,Leuven|30514|17|11,11,τό,ὁ,l-s---na-,ATR
11,Leuven|30514|17|12,12,προσκύνημα,προσκύνημα,n-s---na-,OBJ
12,Leuven|30514|17|13,13,αὐτοῦ,αὐτός,p-s---mg-,ATR
13,Leuven|30514|17|14,14,εἰς,εἰς,r--------,AuxP
14,Leuven|30514|17|15,15,τόν,ὁ,l-s---ma-,ATR
15,Leuven|30514|17|16,16,κόλπον,κόλπος,n-s---ma-,ADV
16,Leuven|30514|17|17,17,τοῦ,ὁ,l-s---mg-,ATR
17,Leuven|30514|17|18,18,Σεράπιδος,Σέραπις,n-s---mg-,ATR
