,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|25080|6|1,1,ὁμόνοιαν,ὁμόνοια,n-s---fa-,SBJ_CO
1,Leuven|25080|6|2,2,γὰρ,γάρ,d--------,AuxY
2,Leuven|25080|6|3,3,καὶ,καί,c--------,COORD
3,Leuven|25080|6|4,4,φιλαλληλίαν,φιλαλληλία,n-s---fa-,SBJ_CO
4,Leuven|25080|6|5,5,εὔχομαι,εὔχομαι,v1spie---,PRED
5,Leuven|25080|6|6,6,ἐν,ἐν,r--------,AuxP
6,Leuven|25080|6|7,7,ὑμῖν,σύ,p2p---cd-,ADV
7,Leuven|25080|6|8,8,διαμένειν,διαμένω,v--pna---,OBJ
8,Leuven|25080|6|9,9,ἵνʼ,ἵνα,c--------,AuxC
9,Leuven|25080|6|10,10,ἦτε,εἰμί,v2ppsa---,ADV
10,Leuven|25080|6|11,11,ἀκαταλήρητοι,ἀκαταλήρητος,a-p---mn-,PNOM_CO
11,Leuven|25080|6|12,12,καὶ,καί,c--------,COORD
12,Leuven|25080|6|13,13,μὴ,μή,d--------,AuxZ
13,Leuven|25080|6|14,14,ὁμοῖοι,ὅμοιος,a-p---mn-,PNOM_CO
14,Leuven|25080|6|15,15,ἡμῖν,ἐγώ,p1p---cd-,ADV
