,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|11103|2|1,1,καλῶς,καλός,d--------,ADV
1,Leuven|11103|2|2,2,ποιήσεις,ποιέω,v2sfia---,PRED
2,Leuven|11103|2|3,3,τῷ,ὁ,l-s---md-,ATR
3,Leuven|11103|2|4,4,ταυρικῷ,ταυρικός,a-s---md-,ATR
4,Leuven|11103|2|5,5,τῷ,ὁ,l-s---md-,ATR
5,Leuven|11103|2|6,6,κυρίῳ,κύριος,n-s---md-,ADV
6,Leuven|11103|2|7,7,μου,ἐγώ,p1s---cg-,ATR
7,Leuven|11103|2|8,8,Ἀλυπίῳ,Ἀλύπιος,n-s---md-,APOS
8,Leuven|11103|2|9,9,συρόντι,σύρω,v-sppamd-,ADV
9,Leuven|11103|2|10,10,ξύλα,ξύλον,n-p---na-,OBJ
10,Leuven|11103|2|11,11,ἀπό,ἀπό,r--------,AuxP
11,Leuven|11103|2|12,12,τῆς,ὁ,l-s---fg-,ATR
12,Leuven|11103|2|13,13,διώρυγος,διῶρυξ,n-s---fg-,ADV
13,Leuven|11103|2|14,14,ἐπάν,ἐπάν,c--------,AuxC
14,Leuven|11103|2|15,15,γένηται,γίγνομαι,v3sasm---,ADV
15,Leuven|11103|2|16,16,πρός,πρός,r--------,AuxP
16,Leuven|11103|2|17,17,σε,σύ,p2s---ca-,OBJ
