,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|30514|2|1,1,πρό,πρό,r--------,AuxP
1,Leuven|30514|2|2,2,μέν,μέν,d--------,AuxY
2,Leuven|30514|2|3,3,πάντων,πᾶς,a-p---ng-,ADV
3,Leuven|30514|2|4,4,εὔχομαι,εὔχομαι,v1spie---,PRED_CO
4,Leuven|30514|2|5,5,σε,σύ,p2s---ca-,SBJ
5,Leuven|30514|2|6,6,ὑγιαίνειν,ὑγιαίνω,v--pna---,OBJ
6,Leuven|30514|2|7,7,μετά,μετά,r--------,AuxP
7,Leuven|30514|2|8,8,τῶν,ὁ,l-p---mg-,ATR
8,Leuven|30514|2|9,9,σῶν,σός,a-p---mg-,ADV
9,Leuven|30514|2|10,10,καί,καί,c--------,COORD
10,Leuven|30514|2|11,11,τό,ὁ,l-s---na-,ATR
11,Leuven|30514|2|12,12,προσκύνημα,προσκύνημα,n-s---na-,OBJ
12,Leuven|30514|2|13,13,σου,σύ,p2s---cg-,ATR
13,Leuven|30514|2|14,14,ποιῶ,ποιέω,v1spia---,PRED_CO
14,Leuven|30514|2|15,15,παρά,παρά,r--------,AuxP
15,Leuven|30514|2|16,16,τῷ,ὁ,l-s---md-,ATR
16,Leuven|30514|2|17,17,κυρίῳ,κύριος,n-s---md-,ADV
17,Leuven|30514|2|18,18,Σεράπιδι,Σέραπις,n-s---md-,ATR
18,Leuven|30514|2|19,19,μετά,μετά,r--------,AuxP
19,Leuven|30514|2|20,20,τοῦ,ὁ,l-s---ng-,ATR
20,Leuven|30514|2|21,21,τέκνου,τέκνον,n-s---ng-,ADV
21,Leuven|30514|2|22,22,σου,σύ,p2s---cg-,ATR
