,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|27095|3|1,1,διὸ,διό,d--------,ADV
1,Leuven|27095|3|2,2,ἐρωτῶ,ἐρωτάω,v1spia---,PRED
2,Leuven|27095|3|3,3,σε,σύ,p2s---ca-,OBJ
4,Leuven|27095|3|5,5,ἄδελφε,ἀδελφός,n-s---mv-,ExD
7,Leuven|27095|3|8,8,τοῦ,ὁ,l-s---ng-,ATR
8,Leuven|27095|3|9,9,γράφειν,γράφω,v--pna---,OBJ
9,Leuven|27095|3|10,10,μοι,ἐγώ,p1s---cd-,OBJ
10,Leuven|27095|3|11,11,ὑπὲρ,ὑπέρ,r--------,AuxP
11,Leuven|27095|3|12,12,τῆς,ὁ,l-s---fg-,ATR
12,Leuven|27095|3|13,13,σωτηρίας,σωτηρία,n-s---fg-,ADV
13,Leuven|27095|3|14,14,σου,σύ,p2s---cg-,ATR
15,Leuven|27095|3|16,16,ὅ,ὅς,p-s---nn-,SBJ
16,Leuven|27095|3|17,17,μοί,ἐγώ,p1s---cd-,PNOM
17,Leuven|27095|3|18,18,ἐστιν,εἰμί,v3spia---,ATR
18,Leuven|27095|3|19,19,εὐχὴ,εὐχή,n-s---fn-,SBJ
19,Leuven|27095|3|20,20,παρὰ,παρά,r--------,AuxP
20,Leuven|27095|3|21,21,θεοῖς,θεός,n-p---md-,ADV
21,Leuven|27095|3|22,22,πᾶσι,πᾶς,a-p---md-,ATR
