,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|21597|8|1,1,τοσαύτας,τοσοῦτος,p-p---fa-,ATR
1,Leuven|21597|8|2,2,γάρ,γάρ,d--------,AuxY
2,Leuven|21597|8|3,3,προσδοχάς,προσδοχή,n-p---fa-,OBJ
3,Leuven|21597|8|4,4,χρεωστοῦμεν,χρεωστέω,v1ppia---,PRED_CO
5,Leuven|21597|8|6,6,καί,καί,c--------,COORD
6,Leuven|21597|8|7,7,οὐκέτι,οὐκέτι,d--------,AuxZ
7,Leuven|21597|8|8,8,πιστευόμεθα,πιστεύω,v1ppie---,PRED_CO
9,Leuven|21597|8|10,10,ἐάν,ἐάν,c--------,AuxC
10,Leuven|21597|8|11,11,μή,μή,d--------,AuxZ
11,Leuven|21597|8|12,12,εὐγνωμονήσωμεν,εὐγνωμονέω,v1pasa---,ADV
