,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|27328|2|1,1,ἔλαβον,λαμβάνω,v1saia---,PRED
1,Leuven|27328|2|2,2,παρά,παρά,r--------,AuxP
2,Leuven|27328|2|3,3,Οὐαλερίου,Οὐαλέριος,n-s---mg-,ADV
3,Leuven|27328|2|4,4,σπυρίδιν,σπυρίδιον,n-s---na-,OBJ
4,Leuven|27328|2|5,5,ὅπου,ὅπου,d--------,ADV
5,Leuven|27328|2|6,6,λακάνια,Λακώνιον,n-p---nn-,ATR
6,Leuven|27328|2|7,7,ζεύγη,ζεῦγος,n-p---nn-,SBJ_CO
7,Leuven|27328|2|8,8,εἴκοσι,εἴκοσι,m--------,ATR
8,Leuven|27328|2|9,9,καί,καί,c--------,COORD
9,Leuven|27328|2|10,10,κολλούρια,κολλούριον,n-p---nn-,ATR
10,Leuven|27328|2|11,11,δέκα,δέκα,m--------,ATR
11,Leuven|27328|2|12,12,ζεύγη,ζεῦγος,n-p---nn-,SBJ_CO
