,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|30706|3|1,1,καὶ,καί,c--------,AuxY
1,Leuven|30706|3|2,2,αὐτὸς,αὐτός,p-s---mn-,ADV
2,Leuven|30706|3|3,3,οὖν,οὖν,d--------,AuxY
4,Leuven|30706|3|5,5,κύριέ,κύριος,n-s---mv-,ExD
5,Leuven|30706|3|6,6,μου,ἐγώ,p1s---cg-,ATR
6,Leuven|30706|3|7,7,πάτρων,πάτρων,n-s---mv-,APOS
8,Leuven|30706|3|9,9,περὶ,περί,r--------,AuxP
9,Leuven|30706|3|10,10,ὧν,ὅς,p-p---ng-,ADV
10,Leuven|30706|3|11,11,βούλει,βούλομαι,v2spie---,OBJ
11,Leuven|30706|3|12,12,κέλευέ,κελεύω,v2spma---,PRED
12,Leuven|30706|3|13,13,μοι,ἐγώ,p1s---cd-,OBJ
13,Leuven|30706|3|14,14,δισσὴν,δισσός,a-s---fa-,ATR
14,Leuven|30706|3|15,15,ἑορτὴν,ἑορτή,n-s---fa-,OBJ
15,Leuven|30706|3|16,16,παρέχων,παρέχω,v-sppamn-,ADV
16,Leuven|30706|3|17,17,ὁπόταν,ὁπόταν,c--------,AuxC
17,Leuven|30706|3|18,18,μάλιστα,μάλα,d-------s,ADV
18,Leuven|30706|3|19,19,προσκυνῶ,προσκυνέω,v1spsa---,ADV
19,Leuven|30706|3|20,20,σου,σύ,p2s---cg-,ATR
20,Leuven|30706|3|21,21,ὡς,ὡς,c--------,AuxC
21,Leuven|30706|3|22,22,παρὼν,πάρειμι,v-sppamn-,ADV
22,Leuven|30706|3|23,23,τὴν,ὁ,l-s---fa-,ATR
23,Leuven|30706|3|24,24,προσαγόρευσιν,προσαγόρευσις,n-s---fa-,OBJ
