,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|28975|2|1,1,ἔπεμψα,πέμπω,v1saia---,PRED
1,Leuven|28975|2|2,2,σοι,σύ,p2s---cd-,OBJ
2,Leuven|28975|2|3,3,τό,ὁ,l-s---na-,ATR
3,Leuven|28975|2|4,4,σῶμα,σῶμα,n-s---na-,OBJ
4,Leuven|28975|2|5,5,Σενύριος,Σενυρις,n-s---fg-,ATR
5,Leuven|28975|2|6,6,τῆς,ὁ,l-s---fg-,ATR
6,Leuven|28975|2|7,7,μητρός,μήτηρ,n-s---fg-,APOS
7,Leuven|28975|2|8,8,μου,ἐγώ,p1s---cg-,ATR
8,Leuven|28975|2|9,9,κεκηδευμένον,κηδεύω,v-srpena-,ATR
10,Leuven|28975|2|11,11,ἔχον,ἔχω,v-sppana-,ATR
11,Leuven|28975|2|12,12,τάβλαν,τάβλα,n-s---fa-,OBJ
12,Leuven|28975|2|13,13,κατά,κατά,r--------,AuxP
13,Leuven|28975|2|14,14,τοῦ,ὁ,l-s---mg-,ATR
14,Leuven|28975|2|15,15,τραχήλου,τράχηλος,n-s---mg-,ADV
15,Leuven|28975|2|16,16,διά,διά,r--------,AuxP
16,Leuven|28975|2|17,17,Γαλῆτος,Γαλῆς,n-s---mg-,ADV
17,Leuven|28975|2|18,18,πατρός,πατήρ,n-s---mg-,APOS
18,Leuven|28975|2|19,19,Ἱέρακος,Ἱέραξ,n-s---mg-,ATR
19,Leuven|28975|2|20,20,ἐν,ἐν,r--------,AuxP
20,Leuven|28975|2|21,21,πλοίῳ,πλοῖον,n-s---nd-,ADV
21,Leuven|28975|2|22,22,ἰδίῳ,ἴδιος,a-s---nd-,ATR
23,Leuven|28975|2|24,24,τοῦ,ὁ,l-s---ng-,ATR
24,Leuven|28975|2|25,25,ναύλου,ναῦλον,n-s---ng-,SBJ
25,Leuven|28975|2|26,26,δοθέντος,δίδωμι,v-sappmg-,ADV
26,Leuven|28975|2|27,27,ὑπ’,ὑπό,r--------,AuxP
27,Leuven|28975|2|28,28,ἐμοῦ,ἐγώ,p1s---cg-,OBJ
28,Leuven|28975|2|29,29,πλήρης,πλήρης,d--------,ADV
