,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|7843|5|1,1,εἰ,εἰ,c--------,AuxC
1,Leuven|7843|5|2,2,ἡδύ,ἡδύς,a-s---nn-,PNOM
2,Leuven|7843|5|3,3,ἐστιν,εἰμί,v3spia---,ADV
3,Leuven|7843|5|4,4,τὸ,ὁ,l-s---nn-,ATR
4,Leuven|7843|5|5,5,κωθωνίζεσθαι,κωθωνίζω,v--pne---,SBJ_CO
5,Leuven|7843|5|6,6,καὶ,καί,c--------,COORD
6,Leuven|7843|5|7,7,ἐν,ἐν,r--------,AuxP
7,Leuven|7843|5|8,8,σκέπηι,σκέπη,n-s---fd-,PNOM
8,Leuven|7843|5|9,9,εἶναι,εἰμί,v--pna---,SBJ_CO
10,Leuven|7843|5|11,11,οὐκ,οὐ,d--------,AuxZ
11,Leuven|7843|5|12,12,ἐπιλογίζει,ἐπιλογίζομαι,v2spie---,PRED
12,Leuven|7843|5|13,13,τὴν,ὁ,l-s---fa-,ATR
13,Leuven|7843|5|14,14,αὔριον,αὔριον,d--------,OBJ
