,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|27109|4|1,1,πολλάκι,πολλάκις,d--------,ADV
1,Leuven|27109|4|2,2,σοι,σύ,p2s---cd-,OBJ
2,Leuven|27109|4|3,3,ἔγραψα,γράφω,v1saia---,PRED_CO
4,Leuven|27109|4|5,5,καὶ,καί,c--------,COORD
5,Leuven|27109|4|6,6,ἡ,ὁ,l-s---fn-,ATR
6,Leuven|27109|4|7,7,τῶν,ὁ,l-p---mg-,ATR
7,Leuven|27109|4|8,8,παρακομιζόντων,παρακομίζω,v-pppamg-,ATR
8,Leuven|27109|4|9,9,ἀμέλεια,ἀμέλεια,n-s---fn-,SBJ
9,Leuven|27109|4|10,10,διέβαλεν,διαβάλλω,v3saia---,PRED_CO
10,Leuven|27109|4|11,11,ἡμᾶς,ἐγώ,p1p---ca-,OBJ
11,Leuven|27109|4|12,12,ὡς,ὡς,c--------,AuxC
12,Leuven|27109|4|13,13,ἀμελεῖς,ἀμελής,a-p---ma-,OCOMP
