,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|1728|9|1,1,γίνωσκε,γιγνώσκω,v2spma---,PRED
1,Leuven|1728|9|2,2,δέ,δέ,d--------,AuxY
3,Leuven|1728|9|4,4,ὡς,ὡς,c--------,AuxC
4,Leuven|1728|9|5,5,ἂν,ἄν,d--------,AuxY
5,Leuven|1728|9|6,6,τάχιστα,ταχύς,a-p---nas,ADV
6,Leuven|1728|9|7,7,αὐτὸν,αὐτός,p-s---ma-,OBJ
7,Leuven|1728|9|8,8,ὁ,ὁ,l-s---mn-,ATR
8,Leuven|1728|9|9,9,θεὸς,θεός,n-s---mn-,SBJ
9,Leuven|1728|9|10,10,ἀφῇ,ἀφίημι,v3sasa---,ADV
11,Leuven|1728|9|12,12,καταστήσω,καθίστημι,v1sfia---,OBJ
12,Leuven|1728|9|13,13,αὐτὸν,αὐτός,p-s---ma-,OBJ
13,Leuven|1728|9|14,14,πρὸς,πρός,r--------,AuxP
14,Leuven|1728|9|15,15,ὑμᾶς,σύ,p2p---ca-,OBJ
15,Leuven|1728|9|16,16,ἵνα,ἵνα,c--------,AuxC
16,Leuven|1728|9|17,17,καί,καί,d--------,AuxZ
17,Leuven|1728|9|18,18,σε,σύ,p2s---ca-,OBJ
18,Leuven|1728|9|19,19,ἴδω,ὁράω,v1sasa---,ADV
19,Leuven|1728|9|20,20,ὑπὲρ,ὑπέρ,r--------,AuxP
20,Leuven|1728|9|21,21,τῶν,ὁ,l-p---ng-,ATR
21,Leuven|1728|9|22,22,λοιπῶν,λοιπός,a-p---ng-,ADV
