,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|27112|2|1,1,πρὸ,πρό,r--------,AuxP
1,Leuven|27112|2|2,2,παντὸς,πᾶς,a-s---ng-,ADV
2,Leuven|27112|2|3,3,ὑγιαίνειν,ὑγιαίνω,v--pna---,OBJ
3,Leuven|27112|2|4,4,σε,σύ,p2s---ca-,SBJ
4,Leuven|27112|2|5,5,εὔχομαι,εὔχομαι,v1spie---,PRED
5,Leuven|27112|2|6,6,καὶ,καί,d--------,AuxZ
6,Leuven|27112|2|7,7,τὸ,ὁ,l-s---na-,ATR
7,Leuven|27112|2|8,8,προσκύνημά,προσκύνημα,n-s---na-,OBJ
8,Leuven|27112|2|9,9,σου,σύ,p2s---cg-,ATR
9,Leuven|27112|2|10,10,ἀδιαλείπτως,ἀδιάλειπτος,d--------,ADV
10,Leuven|27112|2|11,11,ποιούμενος,ποιέω,v-sppemn-,ADV
11,Leuven|27112|2|12,12,παρὰ,παρά,r--------,AuxP
12,Leuven|27112|2|13,13,τοῖς,ὁ,l-p---nd-,ATR
13,Leuven|27112|2|14,14,τριχώμασι,τρίχωμα,n-p---nd-,ADV
14,Leuven|27112|2|15,15,ἐν,ἐν,r--------,AuxP
15,Leuven|27112|2|16,16,Κοπτῷ,Κοπτός,n-s---md-,ATR
