,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|30385|6|1,1,ἐνθάδε,ἐνθάδε,d--------,ADV
1,Leuven|30385|6|2,2,γὰρ,γάρ,d--------,AuxY
2,Leuven|30385|6|3,3,τὸ,ὁ,l-s---nn-,ATR
3,Leuven|30385|6|4,4,Ἀμμωνιακὸν,Ἀμμωνιακός,a-s---nn-,SBJ
4,Leuven|30385|6|5,5,δραχμῶν,δραχμή,n-p---fg-,ADV
5,Leuven|30385|6|6,6,σκ,σκ,m--------,ATR
7,Leuven|30385|6|8,8,τὸ,ὁ,l-s---nn-,ATR
8,Leuven|30385|6|9,9,δὲ,δέ,d--------,COORD
9,Leuven|30385|6|10,10,Αὐαστικὸν,Αὐαστικός,a-s---nn-,SBJ
10,Leuven|30385|6|11,11,δραχμῶν,δραχμή,n-p---fg-,ADV
11,Leuven|30385|6|12,12,σ,σ,n--------,ATR
