,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|18048|1|1,1,Διόσκορος,Διόσκορος,n-s---mn-,SBJ
1,Leuven|18048|1|2,2,ὁ,ὁ,l-s---mn-,ATR
2,Leuven|18048|1|3,3,θαυμάσιος,θαυμάσιος,a-s---mn-,ATR
3,Leuven|18048|1|4,4,ὁ,ὁ,l-s---mn-,ATR
4,Leuven|18048|1|5,5,τήνδε,ὅδε,p-s---fa-,ATR
5,Leuven|18048|1|6,6,μου,ἐγώ,p1s---cg-,ATR
6,Leuven|18048|1|7,7,τὴν,ὁ,l-s---fa-,ATR
7,Leuven|18048|1|8,8,ἐπιστολὴν,ἐπιστολή,n-s---fa-,OBJ
8,Leuven|18048|1|9,9,ἀποδιδοὺς,ἀποδίδωμι,v-sppamn-,ATR
9,Leuven|18048|1|10,10,τῇ,ὁ,l-s---fd-,ATR
10,Leuven|18048|1|11,11,ὑμετέρᾳ,ὑμέτερος,a-s---fd-,ATR
11,Leuven|18048|1|12,12,ἐνδόξῳ,ἔνδοξος,a-s---fd-,ATR
12,Leuven|18048|1|13,13,ὑπεροχῇ,ὑπεροχή,n-s---fd-,OBJ
13,Leuven|18048|1|14,14,ὥρμηται,ὁρμάω,v3srie---,PRED_CO
14,Leuven|18048|1|15,15,μὲν,μέν,d--------,AuxY
15,Leuven|18048|1|16,16,ἐκ,ἐκ,r--------,AuxP
16,Leuven|18048|1|17,17,τῆς,ὁ,l-s---fg-,ATR
17,Leuven|18048|1|18,18,Θηβαίων,Θηβαῖος,a-p---mg-,ATR
18,Leuven|18048|1|19,19,χώρας,χώρα,n-s---fg-,ADV
19,Leuven|18048|1|20,20,ἀδικηθεὶς,ἀδικέω,v-sappmn-,ADV
20,Leuven|18048|1|21,21,δέ,δέ,d--------,AuxY
22,Leuven|18048|1|23,23,ὥς,ὡς,c--------,AuxC
23,Leuven|18048|1|24,24,φησιν,φημί,v3spia---,ADV
25,Leuven|18048|1|26,26,παρά,παρά,r--------,AuxP
26,Leuven|18048|1|27,27,τινων,τις,p-p---cg-,ADV
27,Leuven|18048|1|28,28,αὐτόθι,αὐτόθι,d--------,ADV
28,Leuven|18048|1|29,29,τὴν,ὁ,l-s---fa-,ATR
29,Leuven|18048|1|30,30,ἐντεῦθεν,ἐντεῦθεν,d--------,ATR
30,Leuven|18048|1|31,31,βλάβην,βλάβη,n-s---fa-,OBJ
31,Leuven|18048|1|32,32,ἀναφέρων,ἀναφέρω,v-sppamn-,ADV
32,Leuven|18048|1|33,33,εἰς,εἰς,r--------,AuxP
33,Leuven|18048|1|34,34,τὴν,ὁ,l-s---fa-,ATR
34,Leuven|18048|1|35,35,βασιλίδα,βασιλίς,n-s---fa-,ATR
35,Leuven|18048|1|36,36,ταύτην,οὗτος,p-s---fa-,ATR
36,Leuven|18048|1|37,37,παρεγένετο,παραγίγνομαι,v3saim---,PRED_CO
37,Leuven|18048|1|38,38,πόλιν,πόλις,n-s---fa-,OBJ
38,Leuven|18048|1|39,39,ἱκέτης,ἱκέτης,n-s---mn-,PNOM
39,Leuven|18048|1|40,40,τε,τε,c--------,COORD
40,Leuven|18048|1|41,41,γενόμενος,γίγνομαι,v-sapmmn-,ADV
41,Leuven|18048|1|42,42,τοῦ,ὁ,l-s---mg-,ATR
42,Leuven|18048|1|43,43,εὐσεβεστάτου,εὐσεβής,a-s---mgs,ATR
43,Leuven|18048|1|44,44,δεσπότου,δεσπότης,n-s---mg-,ATR
44,Leuven|18048|1|45,45,θείων,θεῖος,a-p---fg-,ATR
45,Leuven|18048|1|46,46,ἔτυχεν,τυγχάνω,v3saia---,PRED_CO
46,Leuven|18048|1|47,47,συλλαβῶν,συλλαβή,n-p---fg-,OBJ
47,Leuven|18048|1|48,48,πρὸς,πρός,r--------,AuxP
48,Leuven|18048|1|49,49,τὴν,ὁ,l-s---fa-,ATR
49,Leuven|18048|1|50,50,ὑμετέραν,ὑμέτερος,a-s---fa-,ATR
50,Leuven|18048|1|51,51,φιλανθρωπείαν,φιλανθρωπία,n-s---fa-,ATR
