,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|5581|2|1,1,καλῶς,καλός,d--------,ADV
1,Leuven|5581|2|2,2,ποιήσεις,ποιέω,v2sfia---,PRED_CO
2,Leuven|5581|2|3,3,ἀποδούς,ἀποδίδωμι,v-sapamn-,ADV
3,Leuven|5581|2|4,4,τά,ὁ,l-p---na-,ATR
4,Leuven|5581|2|5,5,εἰθισμένα,ἐθίζω,v-prpena-,ATR
5,Leuven|5581|2|6,6,τοῖς,ὁ,l-p---md-,ATR
6,Leuven|5581|2|7,7,δεσμοφύλαξι,δεσμοφύλαξ,n-p---md-,OBJ
7,Leuven|5581|2|8,8,οἴνου,οἶνος,n-s---mg-,OBJ
8,Leuven|5581|2|9,9,κεράμια,κεράμιον,n-p---na-,OBJ
9,Leuven|5581|2|10,10,δύο,δύο,m--------,ATR
10,Leuven|5581|2|11,11,Ἀκουσιλάῳ,Ἀκουσίλαος,n-s---md-,OBJ
11,Leuven|5581|2|12,12,τῷ,ὁ,l-s---md-,ATR
12,Leuven|5581|2|13,13,φέροντι,φέρω,v-sppamd-,ATR
13,Leuven|5581|2|14,14,σοι,σύ,p2s---cd-,OBJ
14,Leuven|5581|2|15,15,τήν,ὁ,l-s---fa-,ATR
15,Leuven|5581|2|16,16,ἐπιστολήν,ἐπιστολή,n-s---fa-,OBJ
17,Leuven|5581|2|18,18,καί,καί,c--------,COORD
18,Leuven|5581|2|19,19,μή,μή,d--------,AuxZ
19,Leuven|5581|2|20,20,διστάσῃς,διστάζω,v2sasa---,PRED_CO
