,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|21341|1|1,1,Οὐαλερεία,Οὐαλερεία,n-s---fn-,SBJ_CO
1,Leuven|21341|1|2,2,καὶ,καί,c--------,COORD
2,Leuven|21341|1|3,3,Θερμουθᾶς,Θερμουθᾶς,n-s---fn-,SBJ_CO
3,Leuven|21341|1|4,4,ἀμφότεραι,ἀμφότερος,a-p---fn-,ATR
4,Leuven|21341|1|5,5,αἱ,ὁ,l-p---fn-,ATR
5,Leuven|21341|1|6,6,δύο,δύο,m--------,APOS
6,Leuven|21341|1|7,7,Θερμουτείῳ,Θερμουτεῖον,n-s---fd-,OBJ
7,Leuven|21341|1|8,8,τῇ,ὁ,l-s---fd-,ATR
8,Leuven|21341|1|9,9,ἀδελφῇ,ἀδελφή,n-s---fd-,APOS
9,Leuven|21341|1|10,10,χαίρειν,χαίρω,v--pna---,OBJ
