,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|27679|13|1,1,γράφω,γράφω,v1spia---,PRED
1,Leuven|27679|13|2,2,δὲ,δέ,d--------,AuxY
2,Leuven|27679|13|3,3,ὑμῖν,σύ,p2p---cd-,OBJ
3,Leuven|27679|13|4,4,οὐ,οὐ,d--------,AuxZ
4,Leuven|27679|13|5,5,χάριν,χάριν,r--------,AuxP
5,Leuven|27679|13|6,6,τοῦ,ὁ,l-s---mg-,ATR
6,Leuven|27679|13|7,7,χαλκοῦ,χαλκός,n-s---mg-,ADV_CO
8,Leuven|27679|13|9,9,ἀλλὰ,ἀλλά,c--------,COORD
9,Leuven|27679|13|10,10,χάριν,χάριν,r--------,AuxP
10,Leuven|27679|13|11,11,τῆς,ὁ,l-s---fg-,ATR
11,Leuven|27679|13|12,12,γνώμης,γνώμη,n-s---fg-,ADV_CO
12,Leuven|27679|13|13,13,αὐτοῦ,αὐτός,p-s---mg-,ATR
13,Leuven|27679|13|14,14,περὶ,περί,r--------,AuxP
14,Leuven|27679|13|15,15,τῆς,ὁ,l-s---fg-,ATR
15,Leuven|27679|13|16,16,ἀδελφῆς,ἀδελφή,n-s---fg-,ATR
16,Leuven|27679|13|17,17,μου,ἐγώ,p1s---cg-,ATR
