,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|27109|5|1,1,ὡς,ὡς,c--------,AuxC
1,Leuven|27109|5|2,2,πάντως,πάντως,d--------,ADV
2,Leuven|27109|5|3,3,ἐμὲ,ἐγώ,p1s---ca-,OBJ
3,Leuven|27109|5|4,4,κύριον,κύριος,n-s---ma-,OCOMP
4,Leuven|27109|5|5,5,λαμβάνῃ,λαμβάνω,v3spsa---,ADV
6,Leuven|27109|5|7,7,παρακαλῶ,παρακαλέω,v1spia---,PRED
7,Leuven|27109|5|8,8,προσέχειν,προσέχω,v--pna---,OBJ
8,Leuven|27109|5|9,9,τῇ,ὁ,l-s---fd-,ATR
9,Leuven|27109|5|10,10,ἀδελφῇ,ἀδελφή,n-s---fd-,OBJ
10,Leuven|27109|5|11,11,ἐν,ἐν,r--------,AuxP
11,Leuven|27109|5|12,12,οἷς,ὅς,p-p---nd-,OBJ
12,Leuven|27109|5|13,13,ἐάν,ἐάν,c--------,AuxC
13,Leuven|27109|5|14,14,σου,σύ,p2s---cg-,OBJ
14,Leuven|27109|5|15,15,δεηθῇ,δέω,v3sasp---,ADV
