,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|5830|1|1,1,Διονυσία,Διονυσία,n-s---fn-,SBJ
1,Leuven|5830|1|2,2,Θέωνι,Θέων,n-s---md-,OBJ_CO
2,Leuven|5830|1|3,3,τῷ,ὁ,l-s---md-,ATR
3,Leuven|5830|1|4,4,κυρίωι,κύριος,n-s---md-,ATR
4,Leuven|5830|1|5,5,χαίρειν,χαίρω,v--pna---,OBJ_CO
5,Leuven|5830|1|6,6,καὶ,καί,c--------,COORD
6,Leuven|5830|1|7,7,ἐρρῶσθαι,ῥώννυμι,v--rne---,OBJ_CO
8,Leuven|5830|1|9,9,ἔρρωμαι,ῥώννυμι,v1srie---,PRED_CO
9,Leuven|5830|1|10,10,δὲ,δέ,d--------,COORD
10,Leuven|5830|1|11,11,καὶ,καί,d--------,AuxZ
11,Leuven|5830|1|12,12,αὐτή,αὐτός,p-s---fn-,SBJ
13,Leuven|5830|1|14,14,σοῦ,σύ,p2s---cg-,ATR
14,Leuven|5830|1|15,15,τὴν,ὁ,l-s---fa-,ATR
15,Leuven|5830|1|16,16,ἀρίστην,ἀγαθός,a-s---fas,ATR
16,Leuven|5830|1|17,17,μνείαν,μνεία,n-s---fa-,OBJ
17,Leuven|5830|1|18,18,ἐπὶ,ἐπί,r--------,AuxP
18,Leuven|5830|1|19,19,παντὸς,πᾶς,a-s---ng-,ATR
19,Leuven|5830|1|20,20,ἀγαθοῦ,ἀγαθός,a-s---ng-,ADV
20,Leuven|5830|1|21,21,ποιουμένη,ποιέω,v-sppefn-,ADV
21,Leuven|5830|1|22,22,οὐ,οὐ,d--------,AuxZ
22,Leuven|5830|1|23,23,διαλείπω,διαλείπω,v1spia---,PRED_CO
24,Leuven|5830|1|25,25,λέγει,λέγω,v3spia---,PRED_CO
