@id,@form,@lemma,@postag,@relation
1,λέγεται,λέγω3,v3spie---,AuxY
2,δʼ,δέ,d--------,AuxY
3,οὗτος,οὗτος,a-s---mn_,ATR
4,ὁ,ὁ,l-s---mn-,ATR
5,ἱερεὺς,ἱερεύς,n-s---mn-,SBJ
6,φλαμέντας,φλαμέντας,n-p---ma-,OBJ
7,καὶ,καί,d--------,AuxZ
8,πιλοφορεῖ,πιλοφορέω,v3spia---,PRED
9,μόνος,μόνος,a-s---mn-,ATV
10,αἰεί,ἀεί,d--------,ADV
11,",",punc1,u--------,AuxX
12,τῶν,ὁ,l-p---mg-,ATR
13,ἄλλων,ἄλλος,a-p---fg_,ATR
14,ἱερέων,ἱερεύς,n-p---mg-,SBJ
15,ἐν,ἐν,r--------,AuxP
16,μόναις,μόνος,a-p---fd-,ATV
17,πιλοφορούντων,πιλοφορέω,v-pppamg-,ADV
18,ταῖς,ὁ,l-p---fd-,ATR
19,ἱερουργίαις,ἱερουργία,n-p---fd-,ADV
20,.,punc1,u--------,AuxK
