@id,@form,@lemma,@postag,@relation
1,ἡγοῦμαι,ἡγέομαι,v1spim---,PRED
2,δέ,δέ,d--------,AuxZ
3,",",punc1,u--------,AuxX
4,ὦ,ὦ,i--------,AuxZ
5,ἄνδρες,ἀνήρ,n-p---mv-,ExD
6,δικασταί,δικαστής,n-p---mv-,ATR
7,",",punc1,u--------,AuxX
8,περὶ,περί,r--------,AuxP
9,μὲν,μέν,d--------,AuxY
10,τοῦ,ὁ,l-s---mg-,ATR
11,νόμου,νόμος,n-s---mg-,ADV_CO
12,καὶ,καί,c--------,COORD
13,αὐτοῦ,αὐτός,a-s---ng_,ATR
14,τοῦ,ὁ,l-s---ng-,ATR
15,πράγματος,πρᾶγμα,n-s---ng-,ADV_CO
16,οὐχ,οὐ,d--------,AuxZ
17,ἕξειν,ἔχω,v--fna---,OBJ
18,αὐτοὺς,αὐτός,p-p---ma-,SBJ
19,ὅ,ὅς,p-s---na-,OBJ
20,τι,τις,a-s---na_,ATR
21,λέξουσιν,λέγω3,v3pasa---,OBJ
22,·,punc1,u--------,AuxK
