@id,@form,@lemma,@postag,@relation
1,ἐγὼ,ἐγώ,p1s---mn-,SBJ
2,δὲ,δέ,d--------,AuxY
3,ἀπολογούμενος,ἀπολογέομαι,v-sppemn-,ADV
4,ὡς,ὡς,c--------,AuxC
5,διὰ,διά,r--------,AuxP
6,τὸν,ὁ,l-s---ma-,ATR
7,χειμῶνα,χειμών,n-s---ma-,ADV
8,οὐ,οὐ,d-------_,AuxZ
9,-δὲ,δέ,d--------,AuxZ
10,πλεῖν,πλέω,v--pna---,SBJ
11,",",punc1,u--------,AuxX
12,μὴ,μή,c--------,AuxC
13,ὅτι,ὅτι2,c--------,AuxC
14,ἀναιρεῖσθαι,ἀναιρέω,v--pne---,OBJ
15,τοὺς,ὁ,l-p---ma-,ATR
16,ἄνδρας,ἀνήρ,n-p---ma-,OBJ
17,δυνατὸν,δυνατός,a-s---nn-,PNOM
18,ἦν,εἰμί,v3siia---,OBJ
19,",",punc1,u--------,AuxX
20,ἔδοξα,δοκέω,v1saia---,PRED_CO
21,τῇ,ὁ,l-s---fd-,ATR
22,πόλει,πόλις,n-s---fd-,OBJ
23,εἰκότα,ἔοικα,v-prpana-,OBJ
24,λέγειν,λέγω3,v--pna---,OBJ
25,",",punc1,u--------,AuxX
26,ἐκεῖνοι,ἐκεῖνος,p-p---mn-,SBJ
27,δʼ,δέ,c--------,COORD
28,ἑαυτῶν,ἑαυτοῦ,p-p---mg-,OBJ
29,κατηγορεῖν,κατηγορέω,v--pna---,OBJ
30,ἐφαίνοντο,φαίνω,v3piie---,PRED_CO
31,.,punc1,u--------,AuxK
32,εἴπω,εἶπον,v1sasa---,AuxY
