@id,@form,@lemma,@postag
1,νὴ,νή,r--------
2,τὸν,ὁ,l-s---ma-
3,Δίʼ,ζέυς,n-s---ma-
4,",",punc1,u--------
5,ἔφη,φημί,v3siia---
6,",",punc1,u--------
7,ὦ,ὦ,i--------
8,πάππε,πάππος,n-s---mv-
9,",",punc1,u--------
10,ἀλλʼ,ἀλλά,d--------
11,οὖν,οὖν,d--------
12,πονηροί,πονηρός,a-p---mn-
13,γε,γε,d--------
14,φαινόμενοι,φαίνω,v-pppemn-
15,καὶ,καί,c--------
16,ἐπὶ,ἐπί,r--------
17,πονηρῶν,πονηρός,a-p---ng-
18,ἱππαρίων,ἱππάριον,n-p---ng-
19,ἄγουσιν,ἄγω,v3ppia---
20,ἡμῶν,ἐγώ,p1p---mg-
21,τὰ,ὁ,l-p---na-
22,χρήματα,χρῆμα,n-p---na-
23,·,punc1,u--------
