@id,@form,@lemma,@postag
1,παῖς,παῖς,n-s---mn-
2,μέγας,μέγας,a-s---mn-
3,μικρὸν,σμικρός,a-s---na-
4,ἔχων,ἔχω,v-sppamn-
5,χιτῶνα,χιτών,n-s---ma-
6,παῖδα,παῖς,n-s---ma-
7,μικρὸν,μικρός,a-s---ma-
8,μέγαν,μέγας,a-s---ma-
9,ἔχοντα,ἔχω,v-sppama-
10,χιτῶνα,χιτών,n-s---ma-
11,ἐκδύσας,ἐκδύω,v-sapamn_
12,αὐτὸν,αὐτός,p-s---ma-
13,τὸν,ὁ,l-s---ma-
14,μὲν,μέν,d--------
15,ἑαυτοῦ,ἑαυτοῦ,p-s---mg-
16,ἐκεῖνον,ἐκεῖνος,p-s---ma-
17,ἠμφίεσε,ἀμφιέννυμι,v3saia---
18,",",punc1,u--------
19,τὸν,ὁ,l-s---ma-
20,δʼ,δέ,c--------
21,ἐκείνου,ἐκεῖνος,p-s---mg-
22,αὐτὸς,αὐτός,p-s---mn-
23,ἐνέδυ,ἐνδύω,v3saia---
24,.,punc1,u--------
