@id,@form,@lemma,@postag
1,οὕτω,οὕτως,d--------
2,μὲν,μέν,d--------
3,δὴ,δή,d--------
4,καὶ,καί,d--------
5,οἱ,ὁ,l-p---mn-
6,ἱππεῖς,ἱππεύς,n-p---mn-
7,καὶ,καί,c--------
8,ἡ,ὁ,l-s---fn-
9,βουλή,βουλή,n-s---fn-
10,",",punc1,u--------
11,καίπερ,καίπερ,d--------
12,ἔχοντες,ἔχω,v-pppamn-
13,ἀλλήλοις,ἀλλήλων,p-p---md-
14,διαφόρως,διάφορος,d-------p
15,",",punc1,u--------
16,ἐς,εἰς,r--------
17,τὸ,ὁ,l-s---na-
18,Δρούσου,Δροῦσος,n-s---mg-
19,μῖσος,μῖσος,n-s---na-
20,συνεφρόνουν,συμφρονέω,v3piia---
21,",",punc1,u--------
22,καὶ,καί,c--------
23,μόνος,μόνος,a-s---mn-
24,ὁ,ὁ,l-s---mn-
25,δῆμος,δῆμος,n-s---mn-
26,ἔχαιρε,χαίρω,v3siia---
27,ταῖς,ὁ,l-p---fd-
28,ἀποικίαις,ἀποικία,n-p---fd-
29,.,punc1,u--------
