@id,@form,@lemma,@postag
1,ἅμα,ἅμα,r--------
2,δʼ,δέ,d--------
3,ἕῳ,ἠώς,n-s---fd-
4,τὸν,ὁ,l-s---ma-
5,Ῥουτίλιον,,
6,διελθεῖν,διέρχομαι,v--ana---
7,ὑπεριδὼν,ὑπέρ-εἶδον,v-sapamn-
8,ἀνέστησε,ἀνίστημι,v3saia---
9,τὰς,ὁ,l-p---fa-
10,ἐνέδρας,ἐνέδρα,n-p---fa-
11,καὶ,καί,c--------
12,πολλοὺς,πολύς,a-p---ma-
13,μὲν,μέν,d--------
14,ἔκτεινεν,ἐκτείνω,v3saia---
15,ἐπὶ,ἐπί,r--------
16,τοῦ,ὁ,l-s---ng-
17,ξηροῦ,ξηρός,a-s---ng-
18,",",punc1,u--------
19,πολλοὺς,πολύς,a-p---ma-
20,δʼ,δέ,c--------
21,ἐς,εἰς,r--------
22,τὸν,ὁ,l-s---ma-
23,ποταμὸν,ποταμός,n-s---ma-
24,κατῶσεν,κατωθέω,v3saia---
25,·,punc1,u--------
