@id,@form,@lemma,@postag
1,διὰ,διά,r--------
2,γὰρ,γάρ,d--------
3,τῶν,ὁ,l-p---mg-
4,τοιούτων,τοιοῦτος,p-p---mg-
5,ἐξαπατᾶσθαι,ἐξαπατάω,v--pne---
6,μὲν,μέν,d--------
7,οὐκ,οὐ,d--------
8,ἐφήβους,ἔφηβος,n-p---ma-
9,μόνον,μόνος,a-s---na-
10,ἀλλὰ,ἀλλά,c--------
11,καὶ,καί,d--------
12,γέροντας,γέρων,n-p---ma-
13,",",punc1,u--------
14,οἴκους,οἶκος,n-p---ma-
15,δὲ,δέ,c--------
16,λαμπροτάτους,λαμπρός,a-p---mas
17,καὶ,καί,c--------
18,βασιλείας,βασίλεια,n-p---fa-
19,ὅλας,ὅλος,a-p---fa-
20,ἀνατρέπεσθαι,ἀνατρέπω,v--pne---
21,.,punc1,u--------
