@id,@form,@lemma,@postag
1,τῶν,ὁ,l-p---mg-
2,μὲν,μέν,d--------
3,γὰρ,γάρ,d--------
4,πλουτούντων,πλουτέω,v-pppamg-
5,οὐδεὶς,οὐδείς,p-s---mn-
6,ἀναγκάζεται,ἀναγκάζω,v3spie---
7,ὑφʼ,ὑπό,r--------
8,ἡδονῆς,ἡδονή,n-s---fg-
9,ἀγρυπνεῖν,ἀγρυπνέω,v--pna---
10,",",punc1,u--------
11,τῶν,ὁ,l-p---mg-
12,δὲ,δέ,c--------
13,ἀποβαλλόντων,ἀποβάλλω,v-pppamg-
14,τι,τις,p-s---na-
15,ὄψει,ὁράω,v2sfim---
16,οὐδένα,οὐδείς,p-s---ma-
17,δυνάμενον,δύναμαι,v-sppema-
18,καθεύδειν,καθεύδω,v--pna---
19,ὑπὸ,ὑπό,r--------
20,λύπης,λύπη,n-s---fg-
21,.,punc1,u--------
