@id,@form,@lemma,@postag
1,τόν,ὁ,l-s---ma-
2,τε,τε,d--------
3,γὰρ,γάρ,d--------
4,νομέα,νομεύς,n-s---ma-
5,χρῆναι,χρή,v--pna---
6,ἔφη,φημί,v3siia---
7,εὐδαίμονα,εὐδαίμων,a-p---na-
8,τὰ,ὁ,l-p---na-
9,κτήνη,κτῆνος,n-p---na-
10,ποιοῦντα,ποιέω,v-sppama-
11,χρῆσθαι,χράομαι,v--pne---
12,αὐτοῖς,αὐτός,p-p---md-
13,",",punc1,u--------
14,ἣ,ὅς,a-s---fn_
15,δὴ,δή,d--------
16,προβάτων,πρόβατον,n-p---ng-
17,εὐδαιμονία,εὐδαιμονία,n-s---fn-
18,",",punc1,u--------
19,τόν,ὁ,l-s---ma-
20,τε,τε,c--------
21,βασιλέα,βασιλεύς,n-s---ma-
22,ὡσαύτως,ὡσαύτως,d--------
23,εὐδαίμονας,εὐδαίμων,a-p---fa-
24,πόλεις,πόλις,n-p---fa-
25,καὶ,καί,c--------
26,ἀνθρώπους,ἄνθρωπος,n-p---ma-
27,ποιοῦντα,ποιέω,v-sppama-
28,χρῆσθαι,χράομαι,v--pne---
29,αὐτοῖς,αὐτός,p-p---md-
30,.,punc1,u--------
31,ἐστιν,εἰμί,v3spia---
