@id,@form,@lemma,@postag
1,τίνος,τις,p-s---ng-
2,μὴν,μήν,d--------
3,ἕνεκα,ἕνεκα,r--------
4,",",punc1,u--------
5,ἔφη,φημί,v3siia---
6,",",punc1,u--------
7,πρὸς,πρός,r--------
8,τῶν,ὁ,l-p---mg-
9,θεῶν,θεός,n-p---mg-
10,",",punc1,u--------
11,ὦ,ὦ,i--------
12,Κῦρε,Κῦρος,n-s---mv-
13,",",punc1,u--------
14,Χρυσάνταν,Χρυσάντας,n-s---ma-
15,ἔγραψας,γράφω,v2saia---
16,ὥστε,ὥστε,c--------
17,εἰς,εἰς,r--------
18,τὴν,ὁ,l-s---fa-
19,τιμιωτέραν,τίμιος,a-s---fac
20,ἐμοῦ,ἐγώ,p1s---mg-
21,χώραν,χώρα,n-s---fa-
22,ἱδρυθῆναι,ἱδρύω,v--anp---
23,;,punc1,u--------
