,@id,@form,@lemma,@postag,@relation
0,1,ἧκον,ἥκω,v3piia---,PRED
1,2,γὰρ,γάρ,d--------,AuxY
2,3,παρʼ,παρά,r--------,AuxP
3,4,αὐτοῦ,αὐτός,p-s---mg-,ADV
4,5,πρέσβεις,πρέσβυς,n-p---mn-,SBJ
5,6,ἀπολογιζόμενοι,ἀπολογίζομαι,v-pppemn-,ADV
6,7,τὴν,ὁ,l-s---fa-,ATR
7,8,εὔνοιαν,εὔνοια,n-s---fa-,OBJ_CO
8,9,καὶ,καί,c--------,COORD
9,10,προθυμίαν,προθυμία,n-s---fa-,OBJ_CO
10,11,",",punc1,u--------,AuxX
11,12,ἣν,ὅς,p-s---fa-,OBJ
12,13,παρέσχηται,παρέχω,v3srip---,ATR
13,14,Ῥωμαίοις,Ῥωμαῖος,n-p---md-,OBJ
14,15,ὁ,ὁ,l-s---mn-,ATR
15,16,βασιλεὺς,βασιλεύς,n-s---mn-,SBJ
16,17,ἐν,ἐν,r--------,AuxP
17,18,τῷ,ὁ,l-s---md-,ATR
18,19,πρὸς,πρός,r--------,AuxP
19,20,Ἀντίοχον,Ἀντίοχος,n-s---ma-,ATR
20,21,πολέμῳ,πόλεμος,n-s---md-,ADV
21,22,.,punc1,u--------,AuxK
