@id,@form,@lemma,@postag
1,ὡς,ὡς,c--------
2,δὲ,δέ,d--------
3,περιπέμψας,περιπέμπω,v-sapamn-
4,ὁ,ὁ,l-s---mn-
5,Κίννας,Κίννας,n-s---mn-
6,περὶ,περί,r--------
7,τὸ,ὁ,l-s---na-
8,ἄστυ,ἄστυ,n-s---na-
9,κήρυκας,κῆρυξ,n-p---ma-
10,ἐδίδου,δίδωμι,v3siia---
11,τοῖς,ὁ,l-p---md-
12,ἐς,εἰς,r--------
13,αὐτὸν,αὐτός,p-s---ma-
14,αὐτομολοῦσι,αὐτομολέω,v-pppamd-
15,θεράπουσιν,θεράπων,n-p---md-
16,ἐλευθερίαν,ἐλευθερία,n-s---fa-
17,",",punc1,u--------
18,κατὰ,κατά,r--------
19,πλῆθος,πλῆθος,n-s---na-
20,ηὐτομόλουν,αὐτομολέω,v3piia---
21,αὐτίκα,αὐτίκα,d--------
22,·,punc1,u--------
