@id,@form,@lemma,@postag
1,ἐπειδὴ,ἐπεί,c--------
2,δὲ,δέ,d--------
3,ἡ,ὁ,l-s---fn-
4,τροπὴ,τροπή,n-s---fn-
5,ἐγίγνετο,γίγνομαι,v3siie---
6,λαμπρῶς,λαμπρός,d--------
7,καὶ,καί,c--------
8,ἐνέκειντο,ἔγκειμαι,v3piie---
9,οἱ,ὁ,l-p---mn-
10,Κορίνθιοι,Κορίνθιος,n-p---mn-
11,",",punc1,u--------
12,τότε,τότε,d--------
13,δὴ,δή,d--------
14,ἔργου,ἔργον,n-s---ng-
15,πᾶς,πᾶς,a-s---mn-
16,εἴχετο,ἔχω,v3siie---
17,ἤδη,ἤδη,d--------
18,καὶ,καί,c--------
19,διεκέκριτο,διακρίνω,v3slie---
20,οὐδὲν,οὐδείς,p-s---nn-
21,ἔτι,ἔτι,d--------
22,",",punc1,u--------
23,ἀλλὰ,ἀλλὰ,c--------
24,ξυνέπεσεν,συμπίτνω,v3saia---
25,ἐς,εἰς,r--------
26,τοῦτο,οὗτος,p-s---na-
27,ἀνάγκης,ἀνάγκη,n-s---fg-
28,ὥστε,ὥστε,c--------
29,ἐπιχειρῆσαι,ἐπιχειρέω,v--ana---
30,ἀλλήλοις,ἀλλήλων,p-p---md-
31,τοὺς,ὁ,l-p---ma-
32,Κορινθίους,Κορίνθιος,n-p---ma-
33,καὶ,καί,c--------
34,Ἀθηναίους,Ἀθήναιος,n-p---ma-
35,.,punc1,u--------
