@id,@form,@lemma,@postag
1,προσπεσόντος,προσπίπτω,v-sapang_
2,δʼ,δέ,d--------
3,αὐτῷ,αὐτός,p-s---md-
4,κατὰ,κατά,r--------
5,τὸν,ὁ,l-s---ma-
6,καιρὸν,καιρός,n-s---ma-
7,τοῦτον,οὗτος,a-s---ma_
8,τοὺς,ὁ,l-p---ma-
9,περὶ,περί,r--------
10,τὸν,ὁ,l-s---ma-
11,Ἄτταλον,Ἄτταλος,n-s---ma-
12,διάραντας,διαίρω,v-papama-
13,καὶ,καί,c--------
14,προσορμήσαντας,προσορμέω,v-papama-
15,τῇ,ὁ,l-s---fd-
16,Πεπαρήθῳ,Πεπάρηθος,n-s---fd-
17,κατεσχηκέναι,κατέχω,v--rna---
18,τὴν,ὁ,l-s---fa-
19,χώραν,χώρα,n-s---fa-
20,",",punc1,u--------
21,τούτοις,οὗτος,p-p---md-
22,μὲν,μέν,d--------
23,ἐξαπέστειλε,ἐξαποστέλλω,v3saia---
24,τοὺς,ὁ,l-p---ma-
25,παραφυλάξοντας,παραφυλάσσω,v-pfpama-
26,τὴν,ὁ,l-s---fa-
27,πόλιν,πόλις,n-s---fa-
28,",",punc1,u--------
29,εἰς,εἰς,r--------
30,δὲ,δέ,d--------
31,Φωκέας,Φωκεύς,n-p---ma-
32,καὶ,καί,c--------
33,τοὺς,ὁ,l-p---ma-
34,κατὰ,κατά,r--------
35,τὴν,ὁ,l-s---fa-
36,Βοιωτίαν,Βοιωτία,n-s---fa-
37,τόπους,τόπος,n-p---ma-
38,Πολυφάνταν,Πολύφαντας,n-s---ma-
39,ἐξέπεμψε,ἐκπέμπω,v3saia---
40,μετὰ,μετά,r--------
41,συμμέτρου,σύμμετρος,a-s---fg-
42,δυνάμεως,δύναμις,n-s---fg-
43,",",punc1,u--------
44,εἰς,εἰς,r--------
45,δὲ,δέ,c--------
46,Χαλκίδα,Χαλκίς,n-s---fa-
47,καὶ,καί,c--------
48,τὴν,ὁ,l-s---fa-
49,ἄλλην,ἄλλος,a-s---fa_
50,Εὔβοιαν,Εὔβοια,n-s---fa-
51,Μένιππον,Μένιππος,n-s---ma-
52,",",punc1,u--------
53,ἔχοντα,ἔχω,v-sppama-
54,πελταστὰς,πελταστής,n-p---ma-
55,χιλίους,χίλιος,a-p---ma-
56,",",punc1,u--------
57,Ἀγριᾶνας,Ἀγριάν,n-p---ma-
58,πεντακοσίους,πεντακόσιοι,a-p---ma-
59,.,punc1,u--------
60,ἐξέπεμψε,ἐκπέμπω,v3saia---
