@id,@form,@lemma,@postag
1,ὅπερ,ὅσπερ,p-s---nn-
2,ἦν,εἰμί,v3siia---
3,μαρτύριον,μαρτύριον,n-s---nn-
4,αὐτῷ,αὐτός,p-s---md-
5,τῆς,ὁ,l-s---fg-
6,ἐκ,ἐκ,r--------
7,πυρὸς,πῦρ,n-s---ng-
8,γενέσεως,γένεσις,n-s---fg-
9,",",punc1,u--------
10,σημεῖον,σημεῖον,n-s---nn-
11,δὲ,δέ,c--------
12,χρηστὸν,χρηστός,a-s---nn-
13,ἐπὶ,ἐπί,r--------
14,τὴν,ὁ,l-s---fa-
15,ἀπροσδόκητον,ἀπροσδόκητος,a-s---fa-
16,ἡγεμονίαν,ἡγεμονία,n-s---fa-
17,",",punc1,u--------
18,ἧς,ὅς,p-s---fg-
19,ἔτυχε,τυγχάνω,v3saia---
20,μετὰ,μετά,r--------
21,τὴν,ὁ,l-s---fa-
22,Ταρκυνίου,Ταρκύνιος,n-s---mg-
23,τελευτὴν,τελευτή,n-s---fa-
24,Τανακυλλίδος,Τανακυλ,n-s---fg-
25,σπουδασάσης,σπουδάζω,v-sapafg-
26,.,punc1,u--------
