@id,@form,@lemma,@postag
1,οὗτος,οὗτος,p-s---mn-
2,τὸ,ὁ,l-s---na-
3,Κίμβρων,Κίμβροι,n-p---mg-
4,καὶ,καί,c--------
5,τὸ,ὁ,l-s---na-
6,Τευτόνων,Τεύτων,n-p---mg-
7,στράτευμα,στράτευμα,n-s---na-
8,μεγάλοις,μέγας,a-p---ndp
9,διαστήμασι,διάστημα,n-p---nd-
10,τόπων,τόπος,n-p---mg-
11,καὶ,καί,c--------
12,χρόνων,χρόνος,n-p---mg-
13,ἐχώρισε,χωρίζω,v3saia---
14,καὶ,καί,c--------
15,διέσπασεν,διασπάω,v3saia---
16,",",punc1,u--------
17,ἵνʼ,ἵνα,c--------
18,ἀρκέσῃ,ἀρκέω,v3sasa---
19,Μάριος,Μάρης,n-s---mg-
20,ἑκατέροις,ἑκάτερος,a-p---nd-
21,ἀνὰ,ἀνά,r--------
22,μέρος,μέρος,n-s---na-
23,μαχόμενος,μάχομαι,v-sppemn-
24,",",punc1,u--------
25,καὶ,καί,c--------
26,μὴ,μή,d--------
27,συμπεσοῦσαι,συμπίτνω,v-papafn-
28,τριάκοντα,τριάκοντα,a-_---___
29,μυριάδες,μυριάς,n-p---fn-
30,ἀνδρῶν,ἀνήρ,n-p---mg-
31,ἀηττήτων,ἀήσσητος,a-p---mg-
32,καὶ,καί,c--------
33,ἀμάχων,ἄμαχος,a-p---ng-
34,ὅπλων,ὅπλον,n-p---ng-
35,ὁμοῦ,ὁμοῦ,d--------
36,κατακλύσωσι,κατακλύζω,v3pasa---
37,τὴν,ὁ,l-s---fa-
38,Ἰταλίαν,Ἰταλία,n-s---fa-
39,.,punc1,u--------
40,στράτευμα,στράτευμα,n-s---na-
