,@id,@form,@lemma,@postag,@relation
0,1,Διονυσόδωρον,Διονυσόδωρος,n-s---ma-,OBJ_CO
1,2,γὰρ,γάρ,d--------,AuxY
2,3,τὸν,ὁ,l-s---ma-,ATR
3,4,κηδεστὴν,κηδεστής,n-s---ma-,ATR
4,5,τὸν,ὁ,l-s---ma-,ATR
5,6,ἐμὸν,ἐμός,a-s---ma-,ATR
6,7,καὶ,καί,c--------,COORD
7,8,ἑτέρους,ἕτερος,a-p---ma-,OBJ_CO
8,9,πολλούς,πολύς,a-p---ma-,ATR
9,10,",",punc1,u--------,AuxX
10,11,ὧν,ὅς,p-p---mg-,ATR
11,12,δὴ,δή,d--------,AuxZ
12,13,τὰ,ὁ,l-p---na-,ATR
13,14,ὀνόματα,ὄνομα,n-p---na-,OBJ
14,15,ἀκούσεσθε,ἀκούω,v2pfim---,ATR
15,16,",",punc1,u--------,AuxX
16,17,ἄνδρας,ἀνήρ,n-p---ma-,PNOM
17,18,ὄντας,εἰμί,v-pppama-,ATR
18,19,ἀγαθοὺς,ἀγαθός,a-p---ma-,ATR
19,20,περὶ,περί,r--------,AuxP
20,21,τὸ,ὁ,l-s---na-,ATR
21,22,πλῆθος,πλῆθος,n-s---na-,ADV
22,23,τὸ,ὁ,l-s---na-,ATR
23,24,ὑμέτερον,ὑμέτερος,a-s---na-,ATR
24,25,",",punc1,u--------,AuxX
25,26,ἐπὶ,ἐπί,r--------,AuxP
26,27,τῶν,ὁ,l-p---mg-,ATR
27,28,τριάκοντα,τριάκοντα,m--------,ADV
28,29,ἀπέκτεινε,ἀποκτείνω,v3saia---,PRED
29,30,",",punc1,u--------,AuxX
30,31,μηνυτὴς,μηνυτής,n-s---mn-,PNOM
31,32,κατ᾽,κατά,r--------,AuxP
32,33,ἐκείνων,ἐκεῖνος,p-p---mg-,ATR
33,34,γενόμενος,γίγνομαι,v-sapmmn-,ADV
34,35,.,punc1,u--------,AuxK
