@id;@form;@lemma;@postag;@relation
1;ἕτερον;ἕτερος;a-s---ma-;ATR
2;δ᾽;δέ;d--------;AuxY
3;ἐγώ;ἐγώ;p1s---mn-;SBJ
4;σοι;σύ;p2s---md-;OBJ
5;λόγον;λόγος;n-s---ma-;OBJ
6;ὑποβαλῶ;ὑποβάλλω;v1sfia---;PRED
7;καλὸν;καλός;a-s---ma-;ATR_CO
8;καὶ;καί;c--------;COORD
9;δίκαιον;δίκαιος;a-s---ma-;ATR_CO
10;,;punc;u--------;AuxX
11;ᾧ;ὅς;p-s---md-;OBJ
12;χρήσῃ;χράω;v2sfim---;ATR
13;,;punc;u--------;AuxX
14;εἰ;εἰ;c--------;AuxC
15;μηδὲν;μηδείς;p-s---na-;OBJ
16;αἰσχρὸν;αἰσχρός;a-s---na-;ATR
17;σαυτῷ;σεαυτοῦ;p-s---md-;OBJ
18;σύνοισθα;σύνοιδα;v2sria---;ADV
19;.;punc;u--------;AuxK
