@id;@form;@lemma;@postag;@relation
1;ἀλλ᾽;ἀλλά;d--------;AuxY
2;ἐπεὶ;ἐπεί;c--------;AuxC
3;οὖν;οὖν;d--------;AuxY
4;,;punc;u--------;AuxX
5;φίλ᾽;φίλος;a-s---mv-;ATR
6;ἑταῖρε;ἑταῖρος;n-s---mv-;ExD
7;,;punc;u--------;AuxX
8;σεῦ;σύ;p-s---mg-;ADV
9;ὕστερος;ὕστερος;a-s---mn-;AtvV
10;εἶμ᾽;εἶμι;v1spia---;ADV
11;ὑπὸ;ὑπό;r--------;AuxP
12;γαῖαν;γῆ;n-s---fa-;ADV
13;,;punc;u--------;AuxX
14;οὔ;οὐ;d--------;AuxZ
15;σε;σύ;p2s---ma-;OBJ
16;πρὶν;πρίν;d--------;ADV
17;κτεριῶ;κτερίζω;v1sfia---;PRED
18;,;punc;u--------;AuxX
19;πρίν;πρίν;c--------;AuxC
20;γ᾽;γε;d--------;AuxZ
21;Ἕκτορος;Ἕκτωρ;n-s---mg-;ATR
22;ἐνθάδ᾽;ἐνθάδε;d--------;ADV
23;ἐνεῖκαι;φέρω;v--ana---;ADV
24;τεύχεα;τεῦχος;n-p---na-;OBJ_CO
25;καὶ;καί;c--------;COORD
26;κεφαλήν;κεφαλή;n-s---fa-;OBJ_CO
27;,;punc;u--------;AuxX
28;μεγαθύμου;μεγάθυμος;a-s---mg-;ATR
29;σεῖο;σύ;p-s---mg-;ATR
30;φονῆος;φονεύς;n-s---mg-;ATR
31;.;punc;u--------;AuxK
