,@id,@form,@lemma,@postag,@relation
0,1,βασιλεὺς,βασιλεύς,n-s---mn-,SBJ
1,2,δὲ,δέ,d--------,AuxY
2,3,ἀξιοῖ,ἀξιόω,v3spia---,PRED
3,4,σὲ,σύ,p2s---ma-,SBJ
4,5,μὲν,μέν,d--------,AuxY
5,6,ἀποπλεῖν,ἀποπλέω,v--pna---,OBJ_CO
6,7,οἴκαδε,οἴκαδε,d--------,ADV
7,8,",",punc1,u--------,AuxX
8,9,τὰς,ὁ,l-p---fa-,ATR
9,10,δʼ,δέ,c--------,COORD
10,11,ἐν,ἐν,r--------,AuxP
11,12,τῇ,ὁ,l-s---fd-,ATR
12,13,Ἀσίᾳ,Ἀσία,n-s---fd-,ATR
13,14,πόλεις,πόλις,n-p---fa-,SBJ
14,15,αὐτονόμους,αὐτόνομος,a-p---fa-,PNOM
15,16,οὔσας,εἰμί,v-pppafa-,ADV
16,17,τὸν,ὁ,l-s---ma-,ATR
17,18,ἀρχαῖον,ἀρχαῖος,a-s---ma-,ATR
18,19,δασμὸν,δασμός,n-s---ma-,OBJ
19,20,αὐτῷ,αὐτός,p-s---md-,OBJ
20,21,ἀποφέρειν,ἀποφέρω,v--pna---,OBJ_CO
21,22,.,punc1,u--------,AuxK
