@ref,@id,@form,@lemma,@postag
Leuven|0585-001|47|1,1,ταῦτα,οὗτος,p-p---na-
Leuven|0585-001|47|2,2,δὲ,δέ,d--------
Leuven|0585-001|47|3,3,αὐτῶν,αὐτός,p-p---mg-
Leuven|0585-001|47|4,4,βουλευομένων,βουλεύω,v-pppemg-
Leuven|0585-001|47|5,5,ἐξαίφνης,ἐξαίφνης,d--------
Leuven|0585-001|47|6,6,φαίνεται,φαίνω,v3spie---
Leuven|0585-001|47|7,7,ὁ,ὁ,l-s---mn-
Leuven|0585-001|47|8,8,Πολύκριτος,Πολύκριτος,n-s---mn-
Leuven|0585-001|47|9,9,ὁ,ὁ,l-s---mn-
Leuven|0585-001|47|10,10,προτεθνηκὼς,προθνῄσκω,v-srpamn-
Leuven|0585-001|47|11,11,ἐν,ἐν,r--------
Leuven|0585-001|47|12,12,τῇ,ὁ,l-s---fd-
Leuven|0585-001|47|13,13,ἐκκλησίᾳ,ἐκκλησία,n-s---fd-
Leuven|0585-001|47|14,14,πλησίον,πλησίον,r--------
Leuven|0585-001|47|15,15,τοῦ,ὁ,l-s---ng-
Leuven|0585-001|47|16,16,τέκνου,τέκνον,n-s---ng-
Leuven|0585-001|47|17,17,ἔχων,ἔχω,v-sppamn-
Leuven|0585-001|47|18,18,ἐσθῆτα,ἐσθής,n-s---fa-
Leuven|0585-001|47|19,19,μέλαιναν,μέλας,a-s---fa-
Leuven|0585-001|47|20,20,.,.,u--------
