@ref,@id,@form,@lemma,@postag
Leuven|0585-001|40|1,1,ἱστορεῖ,ἱστορέω,v3spia---
Leuven|0585-001|40|2,2,δὲ,δέ,d--------
Leuven|0585-001|40|3,3,καὶ,καί,c--------
Leuven|0585-001|40|4,4,Ἰέρων,Ἰέρων,n-s---mn-
Leuven|0585-001|40|5,5,ὁ,ὁ,l-s---mn-
Leuven|0585-001|40|6,6,Ἀλεξανδρεὺς,Ἀλεξανδρεύς,n-s---mn-
Leuven|0585-001|40|7,7,ἢ,ἤ1,c--------
Leuven|0585-001|40|8,8,Ἐφέσιος,Ἐφέσιος,a-s---mn-
Leuven|0585-001|40|9,9,καὶ,καί,c--------
Leuven|0585-001|40|10,10,ἐν,ἐν,r--------
Leuven|0585-001|40|11,11,Αἰτωλίᾳ,Αἰτωλία,n-s---fd-
Leuven|0585-001|40|12,12,φάσμα,φάσμα,n-s---na-
Leuven|0585-001|40|13,13,γενέσθαι,γίγνομαι,v--anm---
Leuven|0585-001|40|14,14,.,.,u--------
